Winner,title_bout,B_avg_KD,B_avg_opp_KD,B_avg_SIG_STR_pct,B_avg_opp_SIG_STR_pct,B_avg_TD_pct,B_avg_opp_TD_pct,B_avg_SUB_ATT,B_avg_opp_SUB_ATT,B_avg_REV,B_avg_opp_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_BODY_att,B_avg_BODY_landed,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_LEG_att,B_avg_LEG_landed,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_avg_SIG_STR_pct,R_avg_opp_SIG_STR_pct,R_avg_TD_pct,R_avg_opp_TD_pct,R_avg_SUB_ATT,R_avg_opp_SUB_ATT,R_avg_REV,R_avg_opp_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_BODY_att,R_avg_BODY_landed,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_LEG_att,R_avg_LEG_landed,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_CTRL_time(seconds),R_avg_opp_CTRL_time(seconds),R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Flyweight,weight_class_Bantamweight,weight_class_Featherweight,weight_class_Lightweight,weight_class_Welterweight,weight_class_Middleweight,weight_class_LightHeavyweight,weight_class_Heavyweight,weight_class_WomenStrawweight,weight_class_WomenFlyweight,weight_class_WomenBantamweight,weight_class_WomenFeatherweight,weight_class_CatchWeight,weight_class_OpenWeight,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Sideways,B_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,R_Stance_Sideways,R_Stance_Open Stance
Red,False,0.0,0.0,0.4,0.22,0.0,0.0,0.0,0.0,0.0,0.0,47.0,19.0,27.0,6.0,47.0,19.0,27.0,6.0,0.0,0.0,0.0,0.0,42.0,17.0,25.0,5.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,42.0,15.0,27.0,6.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,195.0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,172.72,177.8,135.0,0.37824,0.05183999999999999,0.547089052672,0.43938710220800004,0.19447838207999998,0.2037783552,0.11977113599999997,0.2751350784,0.03404021759999999,0.3177102336,106.1744811008,61.7867388928,157.95440721920002,63.802330931200004,149.8754149376,97.9681770496,218.4182781952,111.2769800192,2.5577225216,0.8485696512000002,2.6510516224,0.88975872,92.68985354240002,50.77259806720001,119.3652588544,36.4806158336,3.8390272000000003,2.0324323328,17.5637308416,9.9867280384,9.6456003584,8.9817084928,21.025417523199998,17.334987059200003,99.4648347648,56.9521277952,148.060698624,56.453161369600004,1.7990355967999998,1.0240623616,4.0409168896,2.8256218112,4.9106107392,3.8105487359999994,5.8527917056,4.523547750400001,175.51086090239997,169.4104126464,853.9555461119999,29,0,0,2,3,7,4,0,0,3,1,0,3,0,175.26,185.42000000000002,135.0,27.0,35.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Red,False,0.0,0.0,0.8,0.27,1.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,11.0,3.0,5.0,4.0,15.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,15.0,82.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,167.64000000000001,175.26,125.0,0.0,0.0,0.45599999999999996,0.558,0.132,0.35,0.0,0.4,0.0,0.0,106.0,51.6,87.2,49.8,109.6,55.2,96.8,58.8,5.3999999999999995,1.2,4.0,1.4,82.39999999999999,34.4,54.199999999999996,20.0,16.4,11.2,28.799999999999997,26.0,7.199999999999999,6.0,4.2,3.8,83.8,37.800000000000004,79.4,43.8,21.0,12.6,7.199999999999999,6.0,1.2,1.2,0.6,0.0,49.199999999999996,109.4,618.4,4,0,1,0,1,1,1,0,0,1,0,0,0,0,172.72,170.18,125.0,30.0,29.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,False,0.0,2.0,0.23,0.45,0.0,0.25,0.0,0.0,0.0,0.0,71.0,17.0,81.0,37.0,107.0,38.0,110.0,62.0,0.0,0.0,4.0,1.0,55.0,6.0,67.0,23.0,10.0,6.0,10.0,10.0,6.0,5.0,4.0,4.0,70.0,16.0,58.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,354.0,733.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,162.56,170.18,125.0,0.0,0.0,0.464,0.626,0.132,0.6,0.6,0.0,0.0,0.4,13.600000000000001,6.4,42.0,26.200000000000003,14.2,7.0,56.6,35.6,1.8000000000000003,0.4,1.2,1.2,6.6000000000000005,3.6,32.400000000000006,18.2,2.2,1.2000000000000002,7.4,5.8,4.8,1.6,2.2,2.2,13.600000000000001,6.4,32.0,19.0,0.0,0.0,1.2,1.2,0.0,0.0,8.8,6.000000000000001,9.600000000000001,88.2,228.0,2,0,1,0,1,1,1,0,0,0,0,0,1,0,170.18,172.72,125.0,27.0,32.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,False,0.14788626776063998,0.20737318404096,0.5067262388699135,0.42471037558784,0.14641864704,0.44687202893824,0.0,0.145451188224,0.0,0.0,200.88528871161856,97.59730039554049,261.60999239729153,107.47576477712384,217.76410219380736,112.07090100830209,278.5062687182029,122.0865013424128,1.1081600729088,0.14641864704,3.4043680944947194,0.9223984758784001,126.4478399758336,44.1238296797184,221.05899577229312,76.177603805184,49.80172472369152,35.43606002221056,27.06659777282048,19.936219392737282,24.63572401209344,18.03741069361152,13.484398852177918,11.36194157920256,193.37587651772415,90.93548757516288,258.28690183831554,106.12467272155136,6.04898642067456,5.25827004235776,2.02189664845824,0.8478589904486399,1.4604257732198398,1.4035427780198397,1.30119391051776,0.50323306512384,65.08367099756543,66.38704976805889,1246.3936195308747,40,1,0,1,3,9,6,0,0,1,2,6,0,0,180.34,195.58,185.0,0.031103999999999993,0.0,0.42420826386432,0.427577992937472,0.10596255326208,0.39362336858111996,0.127282876416,0.0,0.031103999999999993,0.17279999999999998,199.5841619001344,91.8355502596096,190.00862025891843,84.8692751630336,219.3895877771264,107.8724690231296,200.1264221380608,94.30921737912318,3.2037852733439998,1.125194231808,1.0819661676544,0.4509969211392,164.6184648572928,61.4227205750784,152.9137556291584,52.76523660328961,14.512775692287999,11.1191123542016,21.8602676133888,17.454194000691203,20.452921350553602,19.2937173303296,15.2345970163712,14.649844559052802,189.8042238353408,84.3732440006656,180.5266098511872,80.0336110133248,7.308070777651201,5.8148576083968,7.7130204266496,3.6858630897664,2.4718672871424,1.6474486505472,1.7689899810815999,1.1498010599424,150.64271878225918,20.608969583820798,1075.183653076992,46,1,1,0,5,9,5,0,0,0,7,0,2,0,182.88,187.96,185.0,39.0,29.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Red,False,0.4186624,0.624,0.45420800000000006,0.504552448,0.08639999999999999,0.06598540799999998,0.20390399999999997,0.0,0.0,0.0,75.3314304,33.6686208,75.7872128,36.626457599999995,81.89936639999999,39.683596800000004,81.732992,42.1587456,0.10506239999999999,0.08639999999999999,1.7868928,0.4945536,56.4691456,18.8856704,57.649715199999996,24.8679808,13.2737536,9.4493568,11.047104,6.8210432,5.5885312,5.3335936,7.0903936,4.9374336,66.73991679999999,28.79744,67.3864448,30.090278400000003,2.1344256,1.5562367999999998,3.1979520000000003,2.4419712,6.457088000000001,3.314944,5.202815999999999,4.094208,11.8411136,39.6450048,418.5199616,18,0,3,0,3,5,3,0,0,2,0,3,0,0,172.72,175.26,155.0,0.3264,0.0,0.4679605760000001,0.470659328,0.35964672,0.079517184,0.0,0.0,0.0,0.0,116.62068480000002,50.148313599999994,77.0926592,37.6114176,148.2832896,74.86707200000001,99.3876352,56.709081600000005,12.0132096,3.9428224,5.6071296,1.5519744000000002,87.26196479999999,26.3860352,60.5296128,25.734028799999997,20.1628032,16.106073600000002,13.0727424,9.4737408,9.195916800000001,7.6562048,3.490304,2.4036480000000005,101.29999360000001,39.492889600000005,68.2509824,30.380211200000005,4.0736896,2.2550912,6.6132992,5.6899072,11.2470016,8.4003328,2.2283776,1.5412991999999999,347.4999424,90.201216,907.8336,23,0,0,1,5,6,2,0,0,0,4,2,0,0,170.18,182.88,155.0,34.0,26.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Red,False,0.0,0.0,0.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,6.0,4.0,19.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,13.0,8.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,112.0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,187.96,200.66,185.0,0.0,0.0,0.5024,0.4212,0.0,0.8296000000000001,0.0,0.72,0.24,0.0,196.2,100.36000000000001,118.28,48.040000000000006,213.6,110.56,135.0,59.32,0.4,0.0,3.48,2.88,115.0,30.880000000000003,99.03999999999999,32.36,34.68,28.4,11.84,8.28,46.52,41.08,7.4,7.4,185.95999999999998,91.96000000000001,113.0,44.599999999999994,5.2,4.800000000000001,5.280000000000001,3.4400000000000004,5.04,3.5999999999999996,0.0,0.0,18.96,199.6,900.0,9,0,1,0,1,2,1,0,0,1,1,0,0,0,190.5,180.34,185.0,27.0,32.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Blue,False,0.0,0.41279999999999994,0.40144,0.50848,0.0,0.264,0.0,0.0,0.0,0.0,87.2272,34.409600000000005,80.0832,39.6336,92.7472,39.7856,86.9376,46.344,0.144,0.0,1.7040000000000002,0.8,72.91839999999999,22.254399999999997,53.0112,17.568,9.9808,8.227200000000002,18.408,14.4176,4.328,3.928,8.664,7.648,79.328,28.8304,76.4624,36.5424,7.8992,5.5792,3.0480000000000005,2.5184,0.0,0.0,0.5728,0.5728,23.376,85.6624,646.9344,10,0,1,0,1,2,3,0,0,0,1,1,0,0,190.5,198.12,205.0,0.0,0.6,0.6599999999999999,0.32799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,64.0,42.8,55.2,18.8,76.2,53.8,129.0,87.4,2.4000000000000004,0.0,1.0,0.0,39.0,20.8,45.4,12.6,15.600000000000001,13.8,9.0,5.8,9.4,8.2,0.8,0.4,46.2,27.0,47.0,12.6,17.8,15.8,6.4,5.0,0.0,0.0,1.7999999999999998,1.2,208.0,6.4,561.6,5,0,0,1,1,1,1,0,0,0,1,0,0,0,187.96,193.04,205.0,29.0,35.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Red,False,0.0,0.0,0.46,0.44,0.0,0.5,0.0,0.0,0.0,0.0,56.0,26.0,54.0,24.0,86.0,54.0,215.0,149.0,1.0,0.0,8.0,4.0,37.0,10.0,46.0,17.0,10.0,8.0,4.0,3.0,9.0,8.0,4.0,4.0,55.0,25.0,40.0,16.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,7.0,4.0,691.0,900.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,167.64000000000001,167.64000000000001,125.0,0.0,1.0,0.38,0.62,0.14,0.0,2.0,0.0,0.0,1.0,47.0,18.0,72.0,45.0,55.0,25.0,89.0,62.0,7.0,1.0,3.0,0.0,33.0,8.0,50.0,26.0,10.0,7.0,9.0,7.0,4.0,3.0,13.0,12.0,40.0,13.0,65.0,41.0,7.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,296.0,133.0,687.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,175.26,180.34,125.0,29.0,21.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Red,False,0.0,0.40415999999999996,0.47479039999999995,0.4069664,0.452,0.11978879999999999,1.1680000000000001,0.07776,0.29184,0.24,138.36,64.86976,128.82464,50.40096,162.54304000000002,81.46880000000002,134.15776,54.6704,2.048,1.2640000000000002,2.47968,0.3696,103.13792,43.465920000000004,106.44416000000001,35.30176,19.270719999999997,9.17088,19.33664,12.59936,15.951360000000001,12.23296,3.0438400000000003,2.49984,113.64352,49.088319999999996,117.29408000000001,43.50336,15.916479999999998,10.50144,3.5568,1.95936,8.799999999999999,5.28,7.9737599999999995,4.9382399999999995,119.41344000000001,33.95616,607.41728,13,0,0,1,3,4,2,0,1,0,1,0,2,0,175.26,182.88,145.0,0.46258954240000005,0.1626624,0.42170643283968,0.4522412120064,0.45459440914432003,0.22742169600000003,0.004031078399999999,0.27281608704,0.0024186470399999993,0.15313711104,106.233530372096,46.057628569600006,121.98522947584,52.839914668031994,118.47609210470401,55.95642590003201,150.97264177152,78.135851036672,1.776165302272,0.59549329408,4.82663415808,2.490614784,83.700678598656,27.62095536128,103.36699878604799,38.36201070592,16.596981215232,13.384248426496,13.464673837055999,9.523219173375999,5.935870558208,5.052424781824,5.153556852736,4.9546847887359995,98.76646191104,40.674722983936,109.06983767244799,43.313827598336005,5.711505174528,3.9087305932800005,5.442518564864001,3.420276686848,1.755563286528,1.474174992384,7.472873238528,6.1058103828479995,28.483674906624,167.761754128384,781.6357924864,36,0,0,1,6,8,5,0,0,2,2,3,1,0,170.18,180.34,145.0,35.0,31.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Red,False,0.0,0.0,0.45,0.45,0.33,0.5,0.0,0.0,0.0,0.0,142.0,65.0,133.0,60.0,161.0,78.0,158.0,80.0,3.0,1.0,10.0,5.0,116.0,44.0,110.0,39.0,18.0,14.0,8.0,7.0,8.0,7.0,15.0,14.0,133.0,60.0,123.0,52.0,5.0,2.0,7.0,5.0,4.0,3.0,3.0,3.0,77.0,339.0,900.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,170.18,175.26,135.0,0.3696,0.08639999999999999,0.535056,0.24718400000000001,0.028800000000000003,0.07128,0.0,0.0,0.08639999999999999,0.0,80.03519999999999,37.4688,162.6016,33.8592,80.39519999999999,37.8288,164.50719999999998,35.7648,0.8064,0.144,2.9168000000000003,0.5184000000000001,56.48479999999999,19.4736,134.1024,17.5952,9.6272,6.215999999999999,17.0304,6.934399999999999,13.923200000000001,11.779200000000001,11.468799999999998,9.3296,76.976,35.211200000000005,160.2544,32.0016,1.9312,1.3888,1.7424,1.2528,1.128,0.8687999999999999,0.6048,0.6048,18.0672,21.729599999999994,712.6751999999999,13,0,1,0,2,3,2,0,0,0,2,1,0,0,172.72,172.72,135.0,29.0,35.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Red,False,0.0,1.2,0.5880000000000001,0.488,0.3,0.0,0.0,0.0,0.0,0.0,81.0,46.8,100.19999999999999,53.8,93.6,55.2,104.2,57.8,7.6,2.2,1.0,0.0,53.6,25.6,92.0,46.8,18.4,13.6,5.8,4.6000000000000005,9.0,7.6,2.4000000000000004,2.4000000000000004,68.2,39.199999999999996,85.80000000000001,42.4,7.6,5.199999999999999,10.2,7.199999999999999,5.2,2.4000000000000004,4.2,4.2,135.8,7.6,511.79999999999995,4,0,0,1,1,1,1,0,0,0,0,1,0,0,185.42,195.58,170.0,0.6,0.0,0.5860000000000001,0.358,0.4,0.6,0.4,0.0,0.0,0.0,33.2,20.400000000000002,19.6,8.2,38.2,25.4,20.2,8.8,0.4,0.4,0.6,0.6,25.4,13.8,18.599999999999998,8.2,5.800000000000001,4.6,0.6,0.0,2.0,2.0,0.4,0.0,29.0,16.2,19.0,7.6,0.6,0.6,0.6,0.6,3.5999999999999996,3.5999999999999996,0.0,0.0,41.400000000000006,10.2,234.6,2,0,2,0,2,2,0,0,0,0,0,1,1,0,185.42,185.42000000000002,170.0,34.0,31.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Red,True,0.7264,0.006046617599999999,0.47337364480000005,0.418363940864,0.009405849599999998,0.20398130175999998,0.8186624,0.0,0.020155392,0.006718463999999999,110.7362121728,48.30322032640001,127.94312058879999,54.69258455040001,121.41598289919999,58.6034208768,156.091240448,75.5639156736,0.030680985599999995,0.012765081599999997,5.610033766400001,1.9578224640000002,85.90331996159999,31.2323930112,99.208510976,31.8850187264,13.230657843199998,7.647624704000001,19.3395623936,14.5901043712,11.602234368000001,9.4232026112,9.395047219199999,8.217461452799999,92.26154926080001,33.9403073536,113.51580334079999,47.561887743999996,3.3703805952000003,3.0029786112,2.4995804159999997,1.8442533888000003,15.1042823168,11.3599343616,11.927736832,5.2864434176,45.6500944896,145.26416803840002,718.3908096,31,0,0,2,3,7,4,0,0,1,2,3,1,0,175.26,172.72,135.0,1.2698219406950402,0.0,0.5459979649448674,0.44266687144204697,0.6617263741139681,0.243108337680384,0.8842717364224,0.692780369969152,0.0,0.0014511882239999995,122.22436248462296,65.48448686103593,113.87770935051552,50.640840055042865,154.21826590194402,92.21672611609313,159.1745320342913,88.5664458079535,4.755426069610496,3.624117377079706,1.121031458783232,0.253588998193152,101.73304906577346,50.27245855011635,102.08504787885097,42.15310519344169,9.348290087695155,6.2292788629405695,9.183706489638093,6.3423670846881794,11.143023331154328,8.982749447979009,2.6089549820264444,2.1453677769129986,94.92908903932232,45.879503743293846,109.55540963812311,48.2269879967744,1.0486551974379519,0.48517457471078396,3.058847983750349,1.716231831696179,26.24661824786268,19.119808543031297,1.2634517286420477,0.6976202265722878,445.18149307200963,13.653506852664114,982.9800176348824,42,11,2,0,12,15,2,0,0,1,4,7,3,0,172.72,175.26,135.0,35.0,35.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
Red,False,0.5440490658532007,0.009185859819200835,0.48160718935957725,0.4366690205733622,0.22919303348082337,0.08558568935358726,0.4163322283534948,0.2864232118923716,0.24,0.14418807399383038,92.35422703142925,44.021405308886244,63.38220748202126,27.271265824338567,120.37506723619978,62.879309522993,76.16646420329467,38.68248337716772,4.192955715241944,1.6374583480232705,7.885815021293221,1.6060696927569078,74.19887639847053,28.793185057127815,52.904697090901195,19.01521390114347,12.019257078223397,9.136391417802082,8.947480994070041,6.871548238108652,6.136093554735317,6.091828833956345,1.5300293970500256,1.3845036850864454,81.0072581744914,36.383339333125996,56.43634534296948,21.738178296025623,3.0407078434073735,2.126467802191553,3.507370510992571,3.0095713998705316,8.306261013530495,5.511598173568693,3.438491628059209,2.523516128442408,295.199286685733,64.6768691033306,780.4752979588282,45,0,1,0,8,16,5,0,0,2,6,3,5,0,177.8,182.88,155.0,0.442700873378815,0.7907216229208922,0.5662711785343331,0.6357777348799267,0.10863303164766157,0.2904679322844245,1.158760851327302,0.4869453600530895,0.18717297172669525,0.11875782662553597,55.3826163496328,31.76080760633658,48.82777676765036,30.85928697087993,66.79358312663393,41.85253514587194,70.02003289131608,50.832735305612914,1.909473689371341,0.26195163820470796,1.340382287715705,0.885063943896002,38.151750604268166,18.523943541618394,41.18343811189639,25.322771334093698,14.832522966714892,11.552762977475851,5.21407377272004,3.9849556736295346,2.3983427786497353,1.6841010872423394,2.4302648830339297,1.551559963156696,37.325736417464,17.97306699568134,37.74194837567954,22.388044907763884,8.95097722859607,7.655739865765426,4.842959080786764,4.287115992392669,9.10590270357272,6.132000744889814,6.242869311184059,4.1841260707233765,122.60097514516968,157.0965336998607,447.41307358619974,59,3,2,0,11,21,10,0,0,0,2,3,16,0,177.8,187.96,155.0,34.0,33.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Blue,False,0.0,0.0,0.41000000000000003,0.46120000000000005,0.4376,0.2088,0.0,0.0,0.36,0.0,85.44,35.04,103.16,49.28,173.24,104.84,125.84,69.12,5.720000000000001,2.3200000000000003,3.64,0.84,67.72,23.0,76.84,28.359999999999996,15.639999999999999,10.2,15.16,10.76,2.08,1.84,11.16,10.16,67.24000000000001,22.6,97.12,45.16,6.52,4.24,2.08,1.7199999999999998,11.68,8.2,3.9599999999999995,2.4,459.5200000000001,47.559999999999995,900.0,9,0,1,0,1,2,1,0,0,0,2,0,0,0,170.18,172.72,125.0,0.0,0.0,0.4609504,0.3860768,0.51008,0.165024,0.64,0.19584000000000001,0.05183999999999999,0.05183999999999999,92.0784,44.33568,73.59232,28.666880000000003,164.21087999999997,103.33408,85.3696,38.45888,5.31776,3.2019200000000003,1.8777599999999999,1.19808,70.90719999999999,27.59776,63.20224,20.4032,13.24576,9.81536,6.55424,4.79744,7.92544,6.92256,3.83584,3.46624,76.7504,31.78976,67.15648,23.86304,2.79936,2.04096,2.06784,1.49184,12.52864,10.50496,4.368,3.3120000000000003,302.05760000000004,127.12895999999998,741.7439999999999,15,0,2,0,2,4,2,0,0,0,2,0,1,1,160.02,165.1,125.0,34.0,25.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Red,False,0.47075453648896004,0.026873855999999995,0.4696554431070208,0.49909484919193603,0.45291211541708803,0.104008093433856,0.0024186470399999993,0.28852242776064,0.08639999999999999,0.24241864704,91.17862691749889,44.85056993542144,95.24780540182527,49.48626336415744,128.69800526757888,74.18117200789504,102.95590128484352,55.30048160251904,7.217622037626882,1.2944725182054402,4.76093320380416,0.46716587900927997,70.28461642448895,28.443025981439998,72.47341411827712,28.31221350957056,14.84721959911424,11.9350354878464,9.89205154185216,8.873010816942081,6.04679089389568,4.47250846613504,12.882339741696,12.301039037644799,65.82744087248896,27.07587802333184,85.52983600562177,41.56384947027968,9.832218580090881,7.33203075268608,8.790698003824641,7.709010548326399,15.51896746491904,10.44266115940352,0.9272713923788801,0.21340334555135998,190.85745535483903,59.61568664354816,582.6187668612711,38,0,2,0,2,7,8,0,0,1,2,4,0,0,185.42,190.5,185.0,0.0497664,0.08639999999999999,0.56348835328,0.61826253824,0.020879493119999995,0.23859472895999997,0.144,0.48,0.144,0.006718463999999999,133.851921408,65.05705216,109.62257817599999,55.151076352000004,149.00266752,77.327801344,118.78981888,62.798941184,0.102394368,0.025380863999999996,4.946799616000001,2.394541056,118.76099276800001,52.036659711999995,89.32162048,39.958001664,13.366135808,11.549822976,13.879087103999998,9.754883583999998,1.7247928319999997,1.470569472,6.421870592000001,5.438191104,87.736029184,37.176387072,86.801472,38.658216960000004,43.544236544,25.943531008,18.737762304,12.419593215999999,2.5716556799999992,1.9371340799999994,4.0833438719999995,4.073266176,57.838513664000004,153.288981504,526.49664,24,0,0,4,2,4,6,0,0,0,1,2,1,0,185.42,187.96,185.0,36.0,33.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Red,False,0.0,0.0,0.58,0.4,0.14,0.0,0.0,0.0,0.0,0.0,190.0,111.0,196.0,80.0,206.0,126.0,197.0,81.0,7.0,1.0,3.0,0.0,134.0,62.0,151.0,42.0,17.0,11.0,28.0,21.0,39.0,38.0,17.0,17.0,182.0,107.0,194.0,79.0,5.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,103.0,3.0,900.0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,172.72,172.72,145.0,0.0,0.144,0.47486079999999997,0.5839936,0.210368,0.08639999999999999,0.20735999999999996,0.1296,0.0,0.45184,64.58752000000001,29.843840000000004,84.576,48.62143999999999,78.36992,41.978880000000004,119.12256,78.88672,6.2272,2.1036799999999998,1.41504,0.44351999999999997,45.8288,15.917440000000001,54.85024,21.32672,11.693439999999999,8.53888,19.250880000000002,17.27168,7.06528,5.38752,10.474880000000002,10.02304,55.00992,22.6064,63.5088,30.86304,9.06784,6.80544,6.38816,5.85248,0.50976,0.43200000000000005,14.67904,11.90592,207.94432,235.66336,742.74912,15,0,0,2,1,1,5,0,0,0,0,1,0,0,180.34,180.34,145.0,32.0,32.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
